f4WQRENTTIs	Is Mistcutter Hydra a card draw spell?
GfAZaWRD0eo	Is Courser of Kruphix card draw?
4jwV3wlFeac	Is Enlightened Tutor a draw spell?
AFWNvTzITtM	Is Overwhelming Stampede actually a good card?
q9zMR-ctjWc	Is Guttersnipe good or is it worthless junk?
GKVasKkJWlY	Playing your opponent’s cards is too easy
5Q1vr_oiPco	Tutors in EDH are good, actually
YIBuzHN4-o8	I understand Core Sets now
ls1Q_D-hSW0	Accept the joy of discarding to hand size
